text,Positive,Negative,Neutral,Compound,Sentiment
 vaccin 💉 first dose ✅💪🏻pfizer vaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
vaccinoanticovid  pfizerbiontech  💉  vaccin advertis 🤣 ,0.0,0.0,1.0,0.0,Neutral
hhsgov well receiv dose pfizerbiontech vaccin still im,0.231,0.0,0.769,0.2732,Positive
got  dose  pfizerbiontech allinillinoi protectchicago  chicago illinoi ,0.0,0.0,1.0,0.0,Neutral
proud guy right 👇🏻 former monctonwildcat captain  becom fulli vaccin … ,0.256,0.0,0.744,0.4767,Positive
today made antibodiespfizerbiontech pfizervaccin prizer vaccineswork vaccinessavelives… ,0.25,0.0,0.75,0.25,Positive
oh ffs vaccin covidvaccinecovidvaccin pfizerbiontech astrazeneca ,0.0,0.432,0.568,-0.5859,Negative
 haven't seen yet it cdc issu prepared  guid a… ,0.192,0.0,0.808,0.2263,Positive
uk research found abil antibodi neutralis virus typic fell eightfold new… ,0.0,0.0,1.0,0.0,Neutral
cornishrandal uk speedi rollout singl jab total roll dice pfizerbiontech recommend … ,0.2,0.0,0.8,0.3612,Positive
doctoroxford know certain part countri gps rebel thid certain giv… ,0.328,0.125,0.547,0.3818,Positive
noninaugur news i'm thrill gotten second covidvaccin today glad part protect… ,0.379,0.0,0.621,0.6705,Positive
far  dose pfizerbiontech covid vaccin administr norway peopl experi… ,0.0,0.0,1.0,0.0,Neutral
muallimsay search oxfordastrazeneca vaccin one studi done efficacy… ,0.0,0.0,1.0,0.0,Neutral
doctoroxford nhsengland az pfizerbiontech vaccin latter real worri today thetim r… ,0.0,0.0,1.0,0.0,Neutral
germani popul state northrhin westphalia said delay open new vaccin centres… ,0.0,0.187,0.813,-0.3182,Negative
encourag news studi suggest vaccin peopl protect new  variants… ,0.245,0.0,0.755,0.3818,Positive
 covidvaccin  pfizerbiontech  sunday 😃 perk work pharmaci 👍,0.0,0.0,1.0,0.0,Neutral
make great day greater—second pfizerbiontech dose ,0.451,0.0,0.549,0.6249,Positive
coercion sort appli individu understand concern impact takin… ,0.0,0.0,1.0,0.0,Neutral
im told avail slot fulli book end februari lucki devil ins… ,0.0,0.306,0.694,-0.6597,Negative
right castex last presser invit check gp risk  still le… ,0.0,0.189,0.811,-0.2732,Negative
proud announc januari   jackson administ  total dose the… ,0.307,0.0,0.693,0.4767,Positive
news one two  vaccin seen mani first breath fresh air knowewe… ,0.187,0.0,0.813,0.3182,Positive
asham say tear wobbl lip experienc mammoth effort everyon involv v… ,0.0,0.0,1.0,0.0,Neutral
hope everyon vaccin  covidvaccin mgh pfizerbiontech ,0.367,0.0,0.633,0.4404,Positive
mother got vaccin homeofcricket ten minut well organisedgreat stuff pfizerbiontech,0.189,0.0,0.811,0.2732,Positive
coronavirus iran report  new case  death last  hour iran coronaviruspandem … ,0.0,0.302,0.698,-0.5994,Negative
forgot tell yall onher got second dose  vaccin yesterday tri focus the… ,0.0,0.0,1.0,0.0,Neutral
turn diseas profitagain  pfizervaccin pfizerbiontech vaccin ,0.0,0.0,1.0,0.0,Neutral
today got  dose pfizer pfizerbiontech mrna covidvaccin feel well even fever pain m… ,0.128,0.201,0.671,-0.296,Negative
fulli vaccin grate pfizerbiontech vaccinationcovid  ,0.0,0.0,1.0,0.0,Neutral
thank nhsuk  first dose pfizer jab today side effect even dead a… ,0.149,0.256,0.595,-0.4215,Negative
got first covid vaccin shot yesterday far side effectsand still aliv pleas posit tow… ,0.0,0.0,1.0,0.0,Neutral
today ive got first jab pfizerbiontech vaccin  lockdown lockdown last year tough tim… ,0.0,0.111,0.889,-0.128,Negative
great news moderna pfizerbiontech vaccin effect new   variant although the… ,0.313,0.0,0.687,0.6249,Positive
yesterday receiv first dose pfizerbiontech vaccinetoday new presid first fe… ,0.0,0.0,1.0,0.0,Neutral
jan   vaccin trackerstart tick back daili dose assum slump disappo… ,0.0,0.0,1.0,0.0,Neutral
 vaccin day             thank team well done allvaccin … ,0.479,0.0,0.521,0.5574,Positive
pfizer cancel  vaccin deliveri canada next week  indiabloom  first portal digit news manag… ,0.0,0.143,0.857,-0.25,Negative
studi shown pfizerbiontech vaccin effect uk  variant coronavirusstrain pfizer… ,0.0,0.0,1.0,0.0,Neutral
crushingcovid pfizervaccin pfizerbiontech  happen anoth reason celebrate… ,0.0,0.0,1.0,0.0,Neutral
parent israel gotten today second pfizerbiontech vaccin happi reliev,0.0,0.0,1.0,0.0,Neutral
excit patient receiv covidvaccin pfizerbiontech today clinic uplift f… ,0.0,0.0,1.0,0.0,Neutral
pfizer covidvaccin suppli on track despit manufactur delaypfizervaccine… ,0.0,0.0,1.0,0.0,Neutral
fordnat  reach pfizer  joebiden  right thingpfizerbiontech vaccin  canada,0.136,0.0,0.864,0.0258,Neutral
best day life vaccin  complet  thank pfizerbiontech  week i'll develop  immun contin… ,0.401,0.0,0.599,0.7717,Positive
get vaccin 💉🩹💊 covidbegon pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
neutral  lineag  pseudovirus  vaccineelicit human sera … ,0.0,0.0,1.0,0.0,Neutral
globeandmail pfizer request pfizer canada equat arm twist almost bulli especi cana… ,0.0,0.0,1.0,0.0,Neutral
 pfizer prolli send u canadian shipment promis justintrudeau pfizer pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
updat covid vaccin inject site real sore still gonna go barr class tonight though 🩰… ,0.0,0.152,0.848,-0.3612,Negative
justintrudeau feel anxieti keep fail canadian vaccin roll outcanpoli… ,0.0,0.304,0.696,-0.5423,Negative
i'v receiv first dose pfizerbiontech  vaccin staff nhslanarkshir excellent… ,0.0,0.0,1.0,0.0,Neutral
biontechpf vaccin found effect  variantpfizerbiontechcoronavirusstrainvaccin ,0.0,0.0,1.0,0.0,Neutral
trudeau get bed china china screw canada  month behindbut hey… ,0.0,0.135,0.865,-0.1027,Negative
importantth particip vaccin trial effici vaccin base w… ,0.0,0.0,1.0,0.0,Neutral
sampl death pfizerbiontech covidvaccin rectalhemorrhag cardiacfailur chill ,0.0,0.394,0.606,-0.5994,Negative
data ema europeanmedicinesag pfizerbiontech vaxx given till  tozinameran shows… ,0.0,0.0,1.0,0.0,Neutral
🏥vaccin arn messag 🧬pfizerbiontech  ,0.0,0.0,1.0,0.0,Neutral
ladi human first  vaccin 💉 right thing whoknow sake j… ,0.0,0.0,1.0,0.0,Neutral
delay pfizerbiontech booster health care workersa tragic stori  drhfidler … ,0.221,0.366,0.414,-0.2732,Negative
pfizer receiv billion state aid develop vaccin slow product immor the… ,0.0,0.0,1.0,0.0,Neutral
team ortho vaccin today 💉  covidvaccin pfizerbiontech nhs ,0.0,0.0,1.0,0.0,Neutral
suppos get marri beauti fiancé yesterday postpon due lockdown went wo… ,0.0,0.0,1.0,0.0,Neutral
first shot 🦠💉 ✅  pfizerbiontech vaccin qatar ,0.0,0.0,1.0,0.0,Neutral
 vaccin done  pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
 case anaphylaxi first week pfizerbiontech  administr  per million dose… ,0.0,0.0,1.0,0.0,Neutral
late updat    pfizerbiontech expect bodi ach slight headach  hrs great since… ,0.291,0.0,0.709,0.6249,Positive
need know pfizerbiontech  vaccin  ,0.0,0.0,1.0,0.0,Neutral
pfizer  vaccin amp anaphylaxi se    vaccin administ  anaphylaxi case  per  doses… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech soro reveng russia dare offer albania cheaper vaccin what… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech reveng sputnikv russian embassi tirana offer albania sputnikv vaccin day ago… ,0.0,0.0,1.0,0.0,Neutral
extrem fortun receiv  vax yesterday sore arm text amp tweet wi… ,0.0,0.2,0.8,-0.3612,Negative
pump   million  vaccin pfizerbiontech  ,0.0,0.0,1.0,0.0,Neutral
updat receiv dose  today  far arm sore symptom report  hour later… ,0.0,0.2,0.8,-0.3612,Negative
exclus pfizerbiontech agre suppli cole  vaccin scheme  sourc  ,0.0,0.0,1.0,0.0,Neutral
 sandrakanth danizaken  delay pfizerbiontech boostersco smclondon  👇 ,0.0,0.315,0.685,-0.3182,Negative
got first shot happi 🥳  coronavirusvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
plan set start distribut vaccin poor middleincom nation next month fmtnews… ,0.0,0.237,0.763,-0.4767,Negative
state degradationincreas  bed lebanon gov admit jump mutat strainsالشيخsaga must… ,0.167,0.0,0.833,0.2023,Positive
stori trudeau want buri ⤵️canada get onethird expect deliveries… ,0.14,0.0,0.86,0.0772,Positive
less  hour covidvaccin side effectssor arm bit headach noth major roll feb  for… ,0.0,0.0,1.0,0.0,Neutral
jenniferliaxi erinotool pfizer agre time hold trudeau acct doesnt ball c… ,0.0,0.0,1.0,0.0,Neutral
matthancock you'r welcom matt return get pfizerbiontech vaccin  dose line pfiz… ,0.0,0.0,1.0,0.0,Neutral
mhra said nobodi know safe efficaci pfizervaccin childrenth safeti and… ,0.244,0.0,0.756,0.4404,Positive
fergus walsh said bbc  o'clock news  million peopl uk protect  is… ,0.206,0.0,0.794,0.3818,Positive
european countri struggl make pfizer  vaccin dose  pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
live dr fauci speak coronavirus white hous press brief pfizerbiontech newsclevelandexclusive… ,0.0,0.0,1.0,0.0,Neutral
thinggot vaccin pfizerbiontech coronavac covidvaccin ,0.0,0.0,1.0,0.0,Neutral
stayathomesavel protect nhsyou go permit reason polic fine br… ,0.386,0.0,0.614,0.5267,Positive
doug ford pfizerbiontech   dont buy excus onpoli  ,0.0,0.0,1.0,0.0,Neutral
hope  coronavirus blacktwitt coronavac newswecanus   pfizerbiontech… ,0.367,0.0,0.633,0.4404,Positive
profjsonbostick  trust pfizerbiontech dosag instruct far trust bbc gov… ,0.485,0.0,0.515,0.765,Positive
grate receiv  dose covid vaccin favorit place michigan stadium  〽️💙💛💉🤞🏾… ,0.0,0.0,1.0,0.0,Neutral
emeraldrobinson bogus listen one look tell one genuin… ,0.0,0.0,1.0,0.0,Neutral
ok pfizer peopl drug  studi find  peopl toler advis t… ,0.196,0.0,0.804,0.296,Positive
pfizerbiontech  vaccin work well variant first detect uk study… ,0.208,0.0,0.792,0.2732,Positive
laylamoran nadhimzahawi pfizerbiontech recommend  day gap dose wouldn't safer to… ,0.195,0.182,0.623,0.0433,Neutral
civilsarah cdcgov don't know unfortunately🔊hey anybodi know therecdcehealth cdcgov… ,0.0,0.0,1.0,0.0,Neutral
cann hall imam front line volunt receiv  dose fizer vaccin video advis f… ,0.0,0.0,1.0,0.0,Neutral
fyi pfizer fordnat threaten come 😳 went  also sticker order didn't… ,0.145,0.21,0.645,-0.2023,Negative
nhsuk vaccin talk oxford astrazeneca pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
first dose ✅ pfizervaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
mhra said know whether pfizervaccin interact medic etcinteraction… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech vaccin delay eu romania  delay pfizer vaccin shipment frustrat europ deliveri ro… ,0.0,0.295,0.705,-0.5574,Negative
canada unveil new estim  vaccin suppli timelinemor today mtlgazett live updates… ,0.0,0.0,1.0,0.0,Neutral
watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
donaldjtrumpjr watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
receiv second dose  pfizerbiontech vaccin morn 💪💉 far good sore arm fingers… ,0.188,0.162,0.649,0.1027,Positive
donaldjtrumpjr watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
donaldjtrumpjr watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
enca watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
colindmello think may upset eu get faster deliveri canada come pfizerbiontech expans,0.0,0.191,0.809,-0.3818,Negative
pfizerbiontech go highest bidder honor contractsin pandem democrat countri n… ,0.262,0.0,0.738,0.4939,Positive
emeraldrobinson watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
emeraldrobinson watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
emeraldrobinson watch ceo chairman pfizerbiontech someth bogus happen ,0.0,0.0,1.0,0.0,Neutral
vaccin progress spain  pfizerbiontech moderna,0.412,0.0,0.588,0.4215,Positive
fordnat pfizer pfuck canada  covidvaccin pfizer pfizervaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
ive say govern decis delay pfizerbiontech vaccin could well complete… ,0.169,0.185,0.645,-0.0516,Negative
quebec administ  vaccin dose wednesdaymor today mtlgazett live updates… ,0.0,0.0,1.0,0.0,Neutral
 dougford speak pfizerbiontech feder govern purchas… ,0.0,0.0,1.0,0.0,Neutral
arm littl sore day get first dose pfizerbiontech vaccin compar get hi… ,0.0,0.185,0.815,-0.3612,Negative
whod thought pfizer would feel good 💉feel lucki got  jab today… ,0.225,0.0,0.775,0.4404,Positive
doctoroxford biancajagg nhsengland shock second vaccin delay approv manufactur trial da… ,0.0,0.353,0.647,-0.5994,Negative
see pfizerbiontech depriv place vaccin pfizer eucommiss romania  pfizervaccin,0.0,0.0,1.0,0.0,Neutral
take time absolut fine happi subject experi never conse… ,0.184,0.0,0.816,0.2023,Positive
markofth right mind  vaccin manufactur site uk flood plane 🤔 newport pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
vonderleyen nice ambit add   valid third vaccin oxfordastrazeneca  discuss with… ,0.237,0.0,0.763,0.4215,Positive
 death elder old peopl comorbid receiv first dose pfizerbiontech injecti… ,0.0,0.302,0.698,-0.5994,Negative
parent got vaccin today pang emot heard news pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
last minut appoint come calderdal staff get first covid vaccin spe… ,0.0,0.0,1.0,0.0,Neutral
mikefabric fantast also explain uk break vaccin protocol may two deva… ,0.0,0.0,1.0,0.0,Neutral
covid vaccin   done thank nhs  pfizerbiontech nhs,0.294,0.0,0.706,0.3612,Positive
ever need know mani dose deliv per month countri countri condit for… ,0.0,0.0,1.0,0.0,Neutral
dose  covidvaccin administ 💉 pfizerbiontech vacin pfizer cdcgov ,0.0,0.0,1.0,0.0,Neutral
thank rwjbarnaba healthcar worker nj usarmi guard team staf  covidvaccine… ,0.217,0.0,0.783,0.3612,Positive
northerndana canadianpm justintrudeau cant even get pass pfizer recept deskjt prolli prepai… ,0.0,0.0,1.0,0.0,Neutral
alexnboyd bad justintrudeau gettin play pfizer better give pfizer tax break requested… ,0.298,0.197,0.506,0.2023,Positive
globalnew pfizer pfizer pfizercongress pfizeroncm asham tri hit mo… ,0.0,0.0,1.0,0.0,Neutral
can't explain reliev grandpar late  housebound car… ,0.0,0.0,1.0,0.0,Neutral
receiv pfizerbiontech vaccin cairnhil nurs home bray hope experi thank the… ,0.375,0.0,0.625,0.6597,Positive
also publish via blog  vaccination — part one  via medium … ,0.0,0.0,1.0,0.0,Neutral
publish  vaccination — part one  via medium  … ,0.0,0.0,1.0,0.0,Neutral
petebuttigieg would look better american pharmaceut compani put american firstpfizerbiontech n… ,0.225,0.0,0.775,0.4404,Positive
today got first dose vaccinocovid pfizerbiontechmedicin scienc save live ,0.286,0.0,0.714,0.4939,Positive
pfizerbiontech  singl dose  effect second dose around  effect israel  singl dose around… ,0.0,0.0,1.0,0.0,Neutral
 vaccin develop biontech pfizer like effect rapid spread strain… ,0.238,0.0,0.762,0.3612,Positive
vaccin dose pfizerbiontech  today vaccineswork nursetwitt ,0.0,0.0,1.0,0.0,Neutral
got  pfizerbiontech vaccin  dose thank govern dubai carlsl… ,0.263,0.0,0.737,0.3612,Positive
breakingnewsgud newspfizerbiontech shot like foil mutant new studi showswiki wick … ,0.217,0.0,0.783,0.3612,Positive
underwhelm perform deputi chair jcvi use gp bbcworldaton know perfect… ,0.0,0.0,1.0,0.0,Neutral
reason statement pfizerbiontech call fordnat dougford still hold onpoli,0.0,0.0,1.0,0.0,Neutral
irshadfarouk current mediclinicm garhoud pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
us racialethn minor amp  vaccin part   healthdisparities… ,0.0,0.0,1.0,0.0,Neutral
pr stunt delay second vaccin claim larg number vaccin given peopl first dose vaccine… ,0.083,0.147,0.769,-0.25,Negative
kennymathieson pr stunt delay second vaccin claim larg number vaccin given peopl first… ,0.089,0.158,0.753,-0.25,Negative
great sens relief receiv  vaccin one step closer normal thank involved… ,0.548,0.0,0.452,0.8658,Positive
mention efficaci    lowest amongst vaccin  moderna pfizerbiontech… ,0.0,0.302,0.698,-0.3818,Negative
pfizerbiontech  work well variant first detect uk studi indicatesby… ,0.208,0.0,0.792,0.2732,Positive
would anyon take unproven vaccin case report  effect  monthsand… ,0.0,0.0,1.0,0.0,Neutral
today got first shot vaccine😊 pfizerbiontech vaccin  ,0.0,0.0,1.0,0.0,Neutral
wplifestylec one first communiti base  vaccin hub partnership nhs local gp surgeri… ,0.0,0.0,1.0,0.0,Neutral
grate happi receiv  vaccin week  hope healthcar professionals… ,0.293,0.0,0.707,0.4404,Positive
thank u nhsuk cromwellhosp keep us safe thercn covidvaccin pfizerbiontech 💚🐼💚   well done our… ,0.429,0.0,0.571,0.7579,Positive
 politician vaccin safe peopl  fake design ordinari peo… ,0.242,0.258,0.5,-0.0516,Negative
long think go honest point i'd sick back amp feel “vibes”💯… ,0.212,0.212,0.577,0.0,Neutral
im happi inde  year old grandma first coronavirus inject today 😊vaccine… ,0.0,0.0,1.0,0.0,Neutral
matthancock borisjohnson play peopl live forget number amp focus deliv vaccine… ,0.272,0.14,0.588,0.2023,Positive
itali mull legal action pfizer vaccin deliveri delay pfizerbiontech ,0.139,0.213,0.648,-0.2023,Negative
jdonaldsonmp  pleas push second vaccin dose administ advis pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
peopl reciev pfizerbiontech vaccin insid salisburi cathedr salisburi england  salisburi ca… ,0.0,0.0,1.0,0.0,Neutral
asifrahmanmolla srinivasiyc  peopl test posit coronavirus 🇮🇱 get in… ,0.0,0.0,1.0,0.0,Neutral
 peopl test posit coronavirus 🇮🇱 get inocul the… ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech trial infomoderna trial infomedicago trial… ,0.0,0.0,1.0,0.0,Neutral
look caus mortal world  year averag  hasnt move needl that fact pl… ,0.0,0.0,1.0,0.0,Neutral
impact new ema guidanc dose per vial exacerb anoth drop supply… ,0.0,0.174,0.826,-0.2732,Negative
 kailashchandob need transpar  peopl need understand protect have… ,0.271,0.0,0.729,0.3818,Positive
first dose covid  vaccin receiv 💉  ✅  april second dose pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
cdnpolicanadaerinotoolepfizervaccineif anyon shouldv known caus delay covidvaccine… ,0.0,0.277,0.723,-0.3182,Negative
sens relief optim  got first dose covidvaccin  immunisetostayhealthy… ,0.307,0.0,0.693,0.4767,Positive
pfizerbiontech  singl dose  effect second dose around  effect israel  singl dose around… ,0.0,0.0,1.0,0.0,Neutral
 pfizerbiontech  singl dose  effect second dose around  effect israel  singl do… ,0.0,0.0,1.0,0.0,Neutral
receiv pfizerbiontech vaccin earlier today grate thank everyon work hard r… ,0.194,0.109,0.698,0.2732,Positive
therealhoars got first covid  vaccin pfizerbiontech 👏🏻,0.0,0.0,1.0,0.0,Neutral
 vaccin mix matchedpfizerbiontech moderna astrazeneca covaxin,0.0,0.0,1.0,0.0,Neutral
receiv  covid vaccin today mani peopl experienc postinject symptom first  day aft… ,0.0,0.0,1.0,0.0,Neutral
middl pandem pfizer tri strongarm governments😑  pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
 problem vaccin lot problem gov administ correct pfizerbiontech covidvaccin,0.0,0.435,0.565,-0.6597,Negative
european countri struggl make pfizer  vaccin dose  pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
want know  vaccin pleas join tonyeoburoh sunday  gmt learn mo… ,0.304,0.0,0.696,0.3612,Positive
walk talk sanfordhealth   vaccinationcovid immunolog pfizerbiontech undproud ,0.0,0.0,1.0,0.0,Neutral
peston neilferguson might pandem yet vaccinationcovid vaccin pfizerbiontech moderna ,0.0,0.0,1.0,0.0,Neutral
thrill receiv second pfizerbiontech  vaccinerighttobarearm 💪🏽💉 ,0.333,0.0,0.667,0.3612,Positive
media most silent grow number death  vaccin most name pfizerbiontech and… ,0.108,0.27,0.622,-0.5165,Negative
isnt time selfish think profit patent need vaccin everyon quick p… ,0.377,0.0,0.623,0.6656,Positive
mrsaitchbe brendasimmond enough pfizerbiontech amp oxfordastrazeneca ,0.0,0.0,1.0,0.0,Neutral
paimadhu news pfizerbiontech see report reuter 👇 ,0.0,0.0,1.0,0.0,Neutral
pfizerbiontech announc sell vaccin african union ,0.0,0.0,1.0,0.0,Neutral
drdavidsamadi pfizerbiontech   ill  hour like bad flu vaccin… ,0.162,0.578,0.26,-0.7506,Negative
got  covid shot januari    jan  got chill muscl ach headach amp sore arm… ,0.0,0.172,0.828,-0.3612,Negative
pfizerbiontech vaccin death itali ,0.0,0.565,0.435,-0.5994,Negative
say pfizerbiontech  safe elder despit norway scare,0.261,0.288,0.45,-0.0772,Negative
it offici ✌🏼 ✌🏼 feel bit weather today small price pay immun medicin is… ,0.0,0.097,0.903,-0.1027,Negative
pfizer ceo albert bourla skip compani  vaccin shotread  ,0.0,0.0,1.0,0.0,Neutral
second dose done covidvaccin pfizerbiontech ,0.0,0.0,1.0,0.0,Neutral
big smile mask lot hope trust scienc trust human i… ,0.667,0.0,0.333,0.9001,Positive
say sign  mln pfizerbiontech vaccin dose near  mln astrazeneca oxford vaccin pendin… ,0.0,0.0,1.0,0.0,Neutral
vaccin work despit low temperaturesweden   solut avail on… ,0.0,0.231,0.769,-0.2732,Negative
mandolineblu suppli issu pfizervaccin oxfordastrazeneca use… ,0.0,0.0,1.0,0.0,Neutral
yay pfizerbiontech announc livestream probabl rais product speed a… ,0.298,0.0,0.702,0.5267,Positive
break  covax sign agreement pfizerbiontech  million dose vaccin say drtedros… ,0.262,0.0,0.738,0.4939,Positive
 skynew im sorri hear death friend 🙏🏻  friend healthi probl… ,0.37,0.225,0.405,0.3612,Positive
vaccin round  symptom  bad drown good might negat impact the… ,0.17,0.421,0.409,-0.6486,Negative
israel access pfizerbiontech vaccin made possibl agreement data share part wh… ,0.375,0.0,0.625,0.6597,Positive
vaccin readi domin world again😊💯💯dubai dha dhadubai vaccin pfizerbiontech,0.0,0.0,1.0,0.0,Neutral
mani dose  vial pfizerbiontech covidvaccin  even  well original   … ,0.423,0.0,0.577,0.5267,Positive
niallboylan didnt give consent mam vaccin shes well patient homemi mother… ,0.164,0.131,0.705,0.1114,Positive
 vaccin covidvaccin everi one elig must uk asian pfizerbiontech… ,0.0,0.0,1.0,0.0,Neutral
got  pfizerbiontech vaccin 💉 feel great 😊 power scienc reason happi univ… ,0.313,0.0,0.687,0.6249,Positive
thank crunchi friday happi get littl prick arm vaccin pfizerbiontech halfwayther ,0.18,0.173,0.647,0.0258,Neutral
moderna pfizerbiontech amp other coronavirus jab candid compare—at glanc unbiasedsci ,0.0,0.0,1.0,0.0,Neutral
 mani receiv  dose  data pfizer  support give  day   d… ,0.252,0.0,0.748,0.4019,Positive
today receiv first dose pfizer vaccin mani thank staff rbnhsft covidvaccine… ,0.2,0.0,0.8,0.3612,Positive
pfizer  mths retool line vaccin develop sound like piss poor plan … ,0.153,0.356,0.491,-0.5106,Negative
took first dose pfizerbiontech   vaccin frontlin even feel good trust t… ,0.408,0.0,0.592,0.7351,Positive
one step closer normal life 🤩 backtonorm pfizerbiontech pfizerbelgi vanranstmarc ,0.0,0.0,1.0,0.0,Neutral
frontlin nurs administ pfizerbiontech  covidvaccin vaccin  health worker tent instal the… ,0.0,0.0,1.0,0.0,Neutral
today good day 💉 covidvacccin pfizerbiontech ,0.42,0.0,0.58,0.4404,Positive
promis news pfizerbiontech  ,0.0,0.0,1.0,0.0,Neutral
alreadi vaccin troubl  pfizerbiontech neutralis titr significantlyimpact com… ,0.0,0.0,1.0,0.0,Neutral
swiss drugmak novarti help make pfizerbiontech   ,0.351,0.0,0.649,0.4019,Positive
pfizerbiontech   dont  share formula everyonefuck  capit  ,0.0,0.274,0.726,-0.2235,Negative
mice happi human trial go well much look forward jab… ,0.189,0.0,0.811,0.2732,Positive
eu yet understood much uk hate realli stay clear us thi… ,0.17,0.242,0.588,-0.2732,Negative
ridgeonsunday can't understand anthonyharnden use data astrazeneca vaccin discovered… ,0.0,0.0,1.0,0.0,Neutral
vaughangeth make cmo public health wale know better  pfizer biotech never mind wer… ,0.195,0.0,0.805,0.4404,Positive
challeng go manufactur recommend proven  nearl… ,0.333,0.0,0.667,0.3612,Positive
go accept wish pandem reluct western govern to… ,0.469,0.0,0.531,0.6486,Positive
almost month later thebma decid worth debat “off label” covidvaccin strategi much late… ,0.137,0.0,0.863,0.2263,Positive
lie vaccin ridg sophyridgeski skynew pfizerbiontech  week delay long marr lgnhs,0.0,0.187,0.813,-0.3182,Negative
interest volunt lifechang programm go nhs covidvacccine… ,0.333,0.0,0.667,0.4588,Positive
far time write  death norway relat covid vaccin expert sayin… ,0.0,0.302,0.698,-0.5994,Negative
indepth evidencebas updat key aspect pfizer biontech  vaccin epiminutes… ,0.0,0.0,1.0,0.0,Neutral
feder treasur josh frydenberg say pfizerbiontech vaccin shortag oversea unlik affect… ,0.0,0.0,1.0,0.0,Neutral
andreiasavesw klm pretti nut sinc pfizerbiontech vaccin made belgium  next door  you… ,0.0,0.0,1.0,0.0,Neutral
ink deal deliveri pfizerbiontech vaccin poor countriescoronavirus coronavaccine… ,0.0,0.307,0.693,-0.4767,Negative
senatorwong amapresid none expert  call vaccin vaccin syn… ,0.0,0.0,1.0,0.0,Neutral
vivekagnihotri realli pfizerbiontech vaccin come,0.0,0.0,1.0,0.0,Neutral
allerg reaction includ anaphylaxi receipt first dose pfizerbiontech  vaccineusa… ,0.0,0.0,1.0,0.0,Neutral
echo hewlettangela great news sinc pfizerbiontech covidvaccin kid  fulli enrolle… ,0.313,0.0,0.687,0.6249,Positive
govern made car way administ vaccin oneoftwo  vaccination… ,0.0,0.0,1.0,0.0,Neutral
pfizerfr here manufactur pfizerfr pfizerbiontech  sanofifr chang   month make  don… ,0.0,0.0,1.0,0.0,Neutral
human life … ,0.0,0.0,1.0,0.0,Neutral
meet seven frontlin healthcar worker roll sleev among first miamidad coun… ,0.0,0.0,1.0,0.0,Neutral
cityoflavista  peopl us die receiv vaccin  accord report submitte… ,0.0,0.328,0.672,-0.5994,Negative
get readi roll sleev dose  pfizerbiontech covidvaccin grhospitalkw monday feelin… ,0.0,0.0,1.0,0.0,Neutral
dose  ✅ covidvaccin pfizerbiontech theendisnear ,0.0,0.0,1.0,0.0,Neutral
 protect na  pfizerbiontech ,0.565,0.0,0.435,0.3818,Positive
dha work reschedul  dose  pfizerbiontech vaccineuaebarqen ,0.0,0.0,1.0,0.0,Neutral
mancunianmed oldburys stsenka drmarimcv gpdiarist christmasrowena francesmair rslewiss jbagpuss… ,0.0,0.0,1.0,0.0,Neutral
spoke grandpar yesterday realli worri implic whether pfizer… ,0.0,0.0,1.0,0.0,Neutral
age worth today i'v pfizerbiontech vaccin finish second shift a… ,0.174,0.0,0.826,0.2263,Positive
peer vaccin mairead duggan adon st camillus hospit newmarketonfergus co clare said “i'm thril… ,0.0,0.0,1.0,0.0,Neutral
noth make sens know critic demand also knew product would massive… ,0.0,0.286,0.714,-0.3818,Negative
vaccin hoard spotlight unitedn  pfizerbiontech covax… ,0.0,0.0,1.0,0.0,Neutral
hope everyon pay attent huge mistak decis need revers immediately… ,0.382,0.103,0.515,0.5859,Positive
